CookerStat, GenerateAssetRegistry=162.235107, Initialize=233.567032, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1FBE61FC46263E7C040A50A2BAACEE35_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49C3324240C35A491511CA8332707614_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.02-15.15.04, Duration=3757.104980, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49C3324240C35A491511CA8332707__EBB7B90F6ABAEFAE116421FD9913E61E763597A6, StartTime=2016.07.02-15.15.08, HierarchicalDDC=, DataSize=4194569, Duration=34.166161, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
SavePackageTransactionIdDFA721824B872B17505EA386C8A1E266_1, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Content/HUD/ItemListBP.uasset, AutoPackageBackupDelegate=1259.048584, FlushAsyncLoading=0.021175, FlushStreamingFunc=0.127301, BlockTillAllRequestsFinished=0.050191, ResetLoadersForSaveUnMarkAllObjects=1.520581, TagPackageExports=3.775969, BeginCacheForCookedPlatformData=0.002090, SerializeImports=4.939735, GatherLocalizableTextData=9.529710, MarkNames=0.088613, SerializeSummary=0.018038, SerializeNames=0.359692, SerializeGatherableTextData=0.015683, BuildExportMap=0.178538, SortExportsNonSeekfree=0.616912, SortExportsSeekfreeConstructor=0.127040, SortExportsSeekfreeInner=7.179435, SortExportsSeekfree=0.004184, BuildDependencyMap=0.070315, SerializeImportMap=0.020649, SerializeExportMap=0.046793, SerializeDependencyMap=0.006273, SerializeStringAssetReferenceMap=0.001829, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.083776, SerializeExports=9.137343, SerializeBulkData=0.008106, MoveFile=6.728776, UnaccountedTime=5.009789, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
SavePackageTransactionIdDFA721824B872B17505EA386C8A1E266_2, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Content/HUD/InventoryItemBP.uasset, AutoPackageBackupDelegate=66.585373, FlushAsyncLoading=0.009935, FlushStreamingFunc=0.084430, BlockTillAllRequestsFinished=0.005230, ResetLoadersForSaveUnMarkAllObjects=0.265583, TagPackageExports=4.048351, BeginCacheForCookedPlatformData=0.002876, SerializeImports=5.165063, GatherLocalizableTextData=7.144406, MarkNames=0.056986, SerializeSummary=0.014897, SerializeNames=0.133578, SerializeGatherableTextData=0.155535, BuildExportMap=0.168081, SortExportsNonSeekfree=0.520978, SortExportsSeekfreeConstructor=0.079729, SortExportsSeekfreeInner=7.126629, SortExportsSeekfree=0.003923, BuildDependencyMap=0.051495, SerializeImportMap=0.014640, SerializeExportMap=0.036597, SerializeDependencyMap=0.013329, SerializeStringAssetReferenceMap=0.002615, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.986535, SerializeExports=7.817518, SerializeBulkData=0.006013, MoveFile=19.493610, UnaccountedTime=1.847856, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
SavePackageTransactionIdDFA721824B872B17505EA386C8A1E266_3, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Content/HUD/ItemListBP.uasset, AutoPackageBackupDelegate=103.127953, FlushAsyncLoading=0.012547, FlushStreamingFunc=0.091489, BlockTillAllRequestsFinished=0.012551, ResetLoadersForSaveUnMarkAllObjects=0.288066, TagPackageExports=10.864958, BeginCacheForCookedPlatformData=0.003137, SerializeImports=11.629820, GatherLocalizableTextData=15.985582, MarkNames=1.091357, SerializeSummary=0.020653, SerializeNames=0.482287, SerializeGatherableTextData=0.094891, BuildExportMap=0.369363, SortExportsNonSeekfree=1.568940, SortExportsSeekfreeConstructor=0.101164, SortExportsSeekfreeInner=13.934873, SortExportsSeekfree=0.007059, BuildDependencyMap=0.133839, SerializeImportMap=0.027448, SerializeExportMap=0.071362, SerializeDependencyMap=0.020914, SerializeStringAssetReferenceMap=0.002351, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.720034, SerializeExports=17.272730, SerializeBulkData=0.008889, MoveFile=5.785893, UnaccountedTime=1.956865, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
SavePackageTransactionIdDFA721824B872B17505EA386C8A1E266_4, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Content/HUD/ItemListBP.uasset, AutoPackageBackupDelegate=62.417034, FlushAsyncLoading=0.006013, FlushStreamingFunc=0.097506, BlockTillAllRequestsFinished=0.010718, ResetLoadersForSaveUnMarkAllObjects=0.268981, TagPackageExports=10.058265, BeginCacheForCookedPlatformData=0.003923, SerializeImports=10.808755, GatherLocalizableTextData=16.155493, MarkNames=0.118677, SerializeSummary=0.017516, SerializeNames=0.465818, SerializeGatherableTextData=0.083126, BuildExportMap=0.317082, SortExportsNonSeekfree=1.116715, SortExportsSeekfreeConstructor=0.072408, SortExportsSeekfreeInner=12.453765, SortExportsSeekfree=0.004444, BuildDependencyMap=0.096455, SerializeImportMap=0.032414, SerializeExportMap=0.083126, SerializeDependencyMap=0.015683, SerializeStringAssetReferenceMap=0.002351, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.229640, SerializeExports=16.358082, SerializeBulkData=0.010718, MoveFile=5.656764, UnaccountedTime=1.895957, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
SavePackageTransactionIdDFA721824B872B17505EA386C8A1E266_5, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Content/HUD/ItemListBP.uasset, AutoPackageBackupDelegate=57.954624, FlushAsyncLoading=0.005230, FlushStreamingFunc=0.084173, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.249378, TagPackageExports=8.460835, BeginCacheForCookedPlatformData=0.002876, SerializeImports=9.570747, GatherLocalizableTextData=12.315221, MarkNames=0.078943, SerializeSummary=0.014901, SerializeNames=0.375636, SerializeGatherableTextData=0.074763, BuildExportMap=0.286497, SortExportsNonSeekfree=1.077764, SortExportsSeekfreeConstructor=0.064306, SortExportsSeekfreeInner=11.780128, SortExportsSeekfree=0.004705, BuildDependencyMap=0.095673, SerializeImportMap=0.024833, SerializeExportMap=0.065874, SerializeDependencyMap=0.062477, SerializeStringAssetReferenceMap=0.002611, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.226503, SerializeExports=15.728884, SerializeBulkData=0.005491, MoveFile=6.216686, UnaccountedTime=1.946930, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
SavePackageTransactionIdDFA721824B872B17505EA386C8A1E266_6, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Content/HUD/ItemListBP.uasset, AutoPackageBackupDelegate=59.744450, FlushAsyncLoading=0.006013, FlushStreamingFunc=0.093583, BlockTillAllRequestsFinished=0.009671, ResetLoadersForSaveUnMarkAllObjects=0.256438, TagPackageExports=9.519253, BeginCacheForCookedPlatformData=0.002876, SerializeImports=10.250397, GatherLocalizableTextData=14.859721, MarkNames=0.125472, SerializeSummary=0.018820, SerializeNames=0.469219, SerializeGatherableTextData=0.088356, BuildExportMap=0.446998, SortExportsNonSeekfree=1.500715, SortExportsSeekfreeConstructor=0.082605, SortExportsSeekfreeInner=12.520943, SortExportsSeekfree=0.004970, BuildDependencyMap=0.106391, SerializeImportMap=0.029799, SerializeExportMap=0.064828, SerializeDependencyMap=0.016995, SerializeStringAssetReferenceMap=0.002351, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.333155, SerializeExports=18.158104, SerializeBulkData=0.008363, MoveFile=5.924963, UnaccountedTime=1.938567, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
SavePackageTransactionIdDFA721824B872B17505EA386C8A1E266_7, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Saved/Autosaves/Game/HUD/ItemListBP_Auto2.uasset, AutoPackageBackupDelegate=691.893127, FlushAsyncLoading=0.019602, FlushStreamingFunc=0.099074, BlockTillAllRequestsFinished=0.048883, ResetLoadersForSaveUnMarkAllObjects=1.289237, TagPackageExports=9.626951, BeginCacheForCookedPlatformData=0.005752, SerializeImports=11.471410, GatherLocalizableTextData=13.609953, MarkNames=0.124689, SerializeSummary=0.018299, SerializeNames=0.444643, SerializeGatherableTextData=0.076853, BuildExportMap=0.312116, SortExportsNonSeekfree=1.172915, SortExportsSeekfreeConstructor=0.130963, SortExportsSeekfreeInner=13.471406, SortExportsSeekfree=0.009149, BuildDependencyMap=0.158936, SerializeImportMap=0.039734, SerializeExportMap=0.091229, SerializeDependencyMap=0.017773, SerializeStringAssetReferenceMap=0.003137, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.392756, SerializeExports=19.177315, SerializeBulkData=0.012547, MoveFile=6.933455, UnaccountedTime=0.291463, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
SavePackageTransactionIdDFA721824B872B17505EA386C8A1E266_8, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Saved/Autosaves/Game/HUD/InventoryItemBP_Auto3.uasset, AutoPackageBackupDelegate=1060.072510, FlushAsyncLoading=0.012286, FlushStreamingFunc=0.104301, BlockTillAllRequestsFinished=0.005230, ResetLoadersForSaveUnMarkAllObjects=1.324788, TagPackageExports=7.426463, BeginCacheForCookedPlatformData=0.005748, SerializeImports=8.138262, GatherLocalizableTextData=12.109760, MarkNames=0.060644, SerializeSummary=0.015423, SerializeNames=0.168081, SerializeGatherableTextData=0.256699, BuildExportMap=0.172526, SortExportsNonSeekfree=0.562802, SortExportsSeekfreeConstructor=0.095673, SortExportsSeekfreeInner=7.635582, SortExportsSeekfree=0.004444, BuildDependencyMap=0.049405, SerializeImportMap=0.018824, SerializeExportMap=0.043653, SerializeDependencyMap=0.054371, SerializeStringAssetReferenceMap=0.002615, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.769049, SerializeExports=9.068333, SerializeBulkData=0.008363, MoveFile=5.441103, UnaccountedTime=0.233956, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
SavePackageTransactionIdDFA721824B872B17505EA386C8A1E266_9, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Content/HUD/ItemListBP.uasset, AutoPackageBackupDelegate=149.586594, FlushAsyncLoading=0.012025, FlushStreamingFunc=0.096720, BlockTillAllRequestsFinished=0.005227, ResetLoadersForSaveUnMarkAllObjects=0.284929, TagPackageExports=10.393649, BeginCacheForCookedPlatformData=0.005748, SerializeImports=12.749150, GatherLocalizableTextData=14.885076, MarkNames=1.115408, SerializeSummary=0.032153, SerializeNames=0.564631, SerializeGatherableTextData=0.102989, BuildExportMap=0.302706, SortExportsNonSeekfree=1.092665, SortExportsSeekfreeConstructor=0.089400, SortExportsSeekfreeInner=14.417686, SortExportsSeekfree=0.005752, BuildDependencyMap=0.115540, SerializeImportMap=0.037644, SerializeExportMap=0.079203, SerializeDependencyMap=0.018820, SerializeStringAssetReferenceMap=0.002354, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.639258, SerializeExports=19.414406, SerializeBulkData=0.011761, MoveFile=6.386340, UnaccountedTime=4.748385, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
SavePackageTransactionIdDFA721824B872B17505EA386C8A1E266_10, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Content/HUD/InventoryItemBP.uasset, AutoPackageBackupDelegate=68.201889, FlushAsyncLoading=0.010192, FlushStreamingFunc=0.100382, BlockTillAllRequestsFinished=0.006795, ResetLoadersForSaveUnMarkAllObjects=0.284407, TagPackageExports=4.216433, BeginCacheForCookedPlatformData=0.002090, SerializeImports=5.230937, GatherLocalizableTextData=11.058133, MarkNames=0.065349, SerializeSummary=0.015683, SerializeNames=0.133578, SerializeGatherableTextData=0.247288, BuildExportMap=0.172004, SortExportsNonSeekfree=0.581622, SortExportsSeekfreeConstructor=0.078682, SortExportsSeekfreeInner=7.581733, SortExportsSeekfree=0.004184, BuildDependencyMap=0.054110, SerializeImportMap=0.016205, SerializeExportMap=0.041042, SerializeDependencyMap=0.058033, SerializeStringAssetReferenceMap=0.002351, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.791531, SerializeExports=8.284122, SerializeBulkData=0.005491, MoveFile=5.916335, UnaccountedTime=4.009660, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
SavePackageTransactionIdDFA721824B872B17505EA386C8A1E266_11, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Saved/Autosaves/Game/HUD/ItemListBP_Auto4.uasset, AutoPackageBackupDelegate=910.404114, FlushAsyncLoading=0.015683, FlushStreamingFunc=0.099074, BlockTillAllRequestsFinished=0.011239, ResetLoadersForSaveUnMarkAllObjects=1.234606, TagPackageExports=16.233128, BeginCacheForCookedPlatformData=0.008367, SerializeImports=13.286073, GatherLocalizableTextData=33.053894, MarkNames=0.162330, SerializeSummary=0.021957, SerializeNames=0.660829, SerializeGatherableTextData=0.158671, BuildExportMap=0.444908, SortExportsNonSeekfree=1.479279, SortExportsSeekfreeConstructor=0.088617, SortExportsSeekfreeInner=15.436895, SortExportsSeekfree=0.008628, BuildDependencyMap=0.133574, SerializeImportMap=0.038948, SerializeExportMap=0.082079, SerializeDependencyMap=0.076853, SerializeStringAssetReferenceMap=0.003401, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.176441, SerializeExports=27.786884, SerializeBulkData=0.014115, MoveFile=6.574288, UnaccountedTime=0.307932, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
SavePackageTransactionIdDFA721824B872B17505EA386C8A1E266_12, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Saved/Autosaves/Game/HUD/ItemListBP_Auto5.uasset, AutoPackageBackupDelegate=690.970093, FlushAsyncLoading=0.012811, FlushStreamingFunc=0.092011, BlockTillAllRequestsFinished=0.005752, ResetLoadersForSaveUnMarkAllObjects=1.137365, TagPackageExports=13.230394, BeginCacheForCookedPlatformData=0.004184, SerializeImports=12.748886, GatherLocalizableTextData=15.541196, MarkNames=0.090968, SerializeSummary=0.022743, SerializeNames=0.428703, SerializeGatherableTextData=0.097502, BuildExportMap=0.304535, SortExportsNonSeekfree=1.397982, SortExportsSeekfreeConstructor=0.058815, SortExportsSeekfreeInner=15.528910, SortExportsSeekfree=0.005491, BuildDependencyMap=0.119463, SerializeImportMap=0.030324, SerializeExportMap=0.081036, SerializeDependencyMap=0.010978, SerializeStringAssetReferenceMap=0.001829, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.583580, SerializeExports=20.348400, SerializeBulkData=0.007577, MoveFile=6.202311, UnaccountedTime=0.514179, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
SavePackageTransactionIdDFA721824B872B17505EA386C8A1E266_13, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Saved/Autosaves/Game/HUD/InventoryItemBP_Auto5.uasset, AutoPackageBackupDelegate=68.050270, FlushAsyncLoading=0.010457, FlushStreamingFunc=0.089400, BlockTillAllRequestsFinished=0.004444, ResetLoadersForSaveUnMarkAllObjects=0.269245, TagPackageExports=10.678313, BeginCacheForCookedPlatformData=0.004184, SerializeImports=11.789538, GatherLocalizableTextData=12.693994, MarkNames=0.129133, SerializeSummary=0.020649, SerializeNames=0.308979, SerializeGatherableTextData=0.093322, BuildExportMap=0.213567, SortExportsNonSeekfree=1.180757, SortExportsSeekfreeConstructor=0.009410, SortExportsSeekfreeInner=13.777510, SortExportsSeekfree=0.004966, BuildDependencyMap=0.093322, SerializeImportMap=0.023790, SerializeExportMap=0.066135, SerializeDependencyMap=0.009932, SerializeStringAssetReferenceMap=0.002094, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.725256, SerializeExports=18.828079, SerializeBulkData=0.008103, MoveFile=5.277466, UnaccountedTime=0.295646, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
SavePackageTransactionIdDFA721824B872B17505EA386C8A1E266_14, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Content/HUD/InventoryItemBP.uasset, AutoPackageBackupDelegate=70.494652, FlushAsyncLoading=0.012025, FlushStreamingFunc=0.095412, BlockTillAllRequestsFinished=0.006013, ResetLoadersForSaveUnMarkAllObjects=0.273690, TagPackageExports=11.947163, BeginCacheForCookedPlatformData=0.003401, SerializeImports=13.558976, GatherLocalizableTextData=12.038395, MarkNames=0.093583, SerializeSummary=0.016466, SerializeNames=0.342175, SerializeGatherableTextData=0.090446, BuildExportMap=0.195008, SortExportsNonSeekfree=1.188599, SortExportsSeekfreeConstructor=0.071887, SortExportsSeekfreeInner=15.854355, SortExportsSeekfree=0.010718, BuildDependencyMap=0.112928, SerializeImportMap=0.017513, SerializeExportMap=0.087570, SerializeDependencyMap=0.016730, SerializeStringAssetReferenceMap=0.002351, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.410272, SerializeExports=20.294287, SerializeBulkData=0.009410, MoveFile=6.225314, UnaccountedTime=4.519399, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
SavePackageTransactionIdDFA721824B872B17505EA386C8A1E266_15, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Content/HUD/ItemListBP.uasset, AutoPackageBackupDelegate=65.983360, FlushAsyncLoading=0.012547, FlushStreamingFunc=0.093061, BlockTillAllRequestsFinished=0.011500, ResetLoadersForSaveUnMarkAllObjects=0.288852, TagPackageExports=15.770447, BeginCacheForCookedPlatformData=0.004966, SerializeImports=17.860104, GatherLocalizableTextData=21.391916, MarkNames=0.142206, SerializeSummary=0.018038, SerializeNames=0.432622, SerializeGatherableTextData=0.104822, BuildExportMap=0.349235, SortExportsNonSeekfree=2.026394, SortExportsSeekfreeConstructor=0.012025, SortExportsSeekfreeInner=21.902964, SortExportsSeekfree=0.007581, BuildDependencyMap=0.174876, SerializeImportMap=0.029538, SerializeExportMap=0.104036, SerializeDependencyMap=0.058815, SerializeStringAssetReferenceMap=0.003662, SaveThumbNailsAssetRegistryDataWorldLevelInfo=13.064920, SerializeExports=29.580633, SerializeBulkData=0.007581, MoveFile=17.268549, UnaccountedTime=4.330925, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1FBE61FC46263E7C040A50A2BAACEE35_3, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_912873264AE761658448D48113A25B81_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.02-21.51.28, Duration=6103.795898, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_11, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_912873264AE761658448D48113A25__D5C616B801D7F46694AA441D964B44EECC1C5A33, StartTime=2016.07.02-21.51.34, HierarchicalDDC=, DataSize=8388873, Duration=234.620224, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_8, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_912873264AE761658448D48113A25__B9E25CF3E835CE792B11101E5BD1E221221B17A8, StartTime=2016.07.02-21.51.34, HierarchicalDDC=, DataSize=2097417, Duration=171.692139, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_9, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_912873264AE761658448D48113A25__CC74B7D63D596EBB5045CACD4B88739E691070EA, StartTime=2016.07.02-21.51.34, HierarchicalDDC=, DataSize=524553, Duration=154.032272, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_12, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_912873264AE761658448D48113A25__8092FF4F3F19ED716D2F5429CC2BFE9379C10552, StartTime=2016.07.02-21.51.34, HierarchicalDDC=, DataSize=131335, Duration=50.847340, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_13, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_912873264AE761658448D48113A25__67EED0B800A41EE5C678170C36FAFFDF9D9018CC, StartTime=2016.07.02-21.51.34, HierarchicalDDC=, DataSize=33031, Duration=99.540192, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_10, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_912873264AE761658448D48113A25__E8B29B188441777AA0C87C617FA2135501411CA0, StartTime=2016.07.02-21.51.34, HierarchicalDDC=, DataSize=8455, Duration=37.187462, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_11, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_912873264AE761658448D48113A25__9FE65E97A11AC719644B04DFFD990124C85B1253, StartTime=2016.07.02-21.51.34, HierarchicalDDC=, DataSize=5046, Duration=4.541882, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1FBE61FC46263E7C040A50A2BAACEE35_4, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_1351F71747AD72747D4CD9BE20A44956_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.02-21.51.35, Duration=3052.373047, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_14, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_1351F71747AD72747D4CD9BE20A44956___1383564920D6EB82E0E6F98CD2E2EA93F7163C3A, StartTime=2016.07.02-21.51.38, HierarchicalDDC=, DataSize=16777477, Duration=137.074539, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_12, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_1351F71747AD72747D4CD9BE20A44956___4035C671E09A4634A92B550A398C970EFF51B4F4, StartTime=2016.07.02-21.51.38, HierarchicalDDC=, DataSize=4194565, Duration=106.356018, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_13, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_1351F71747AD72747D4CD9BE20A44956___CA5DE289D701951B2F29163B21739DCAF0C437CD, StartTime=2016.07.02-21.51.38, HierarchicalDDC=, DataSize=1048837, Duration=52.136051, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_15, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_1351F71747AD72747D4CD9BE20A44956___01D33352F53CF7DA6D88743C8CFEB27459B025FF, StartTime=2016.07.02-21.51.38, HierarchicalDDC=, DataSize=262403, Duration=168.508774, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_14, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_1351F71747AD72747D4CD9BE20A44956___6C64681E12D22E06D4A0C072B73017BBCDA63D45, StartTime=2016.07.02-21.51.38, HierarchicalDDC=, DataSize=65795, Duration=107.522133, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_15, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_1351F71747AD72747D4CD9BE20A44956___6D34C5DD0BA6D776DB2BCD35CD692478A9F1AC3D, StartTime=2016.07.02-21.51.39, HierarchicalDDC=, DataSize=16643, Duration=69.645355, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_16, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_1351F71747AD72747D4CD9BE20A44956___4AF063AA2F86939B411B6830CB930B668F05ABE4, StartTime=2016.07.02-21.51.39, HierarchicalDDC=, DataSize=7761, Duration=13.692293, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1FBE61FC46263E7C040A50A2BAACEE35_5, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_00690CFC45C6F81D3AD23B9843024953_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.02-21.51.40, Duration=12484.848633, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_17, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_00690CFC45C6F81D3AD23B9843024__7BC2A39DC756F4840B8AC43A7821B59E2FA06884, StartTime=2016.07.02-21.51.52, HierarchicalDDC=, DataSize=8388873, Duration=109.648911, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_16, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_00690CFC45C6F81D3AD23B9843024__A3E1B21F45AEAF07DCDC80B5F213B653880381C8, StartTime=2016.07.02-21.51.52, HierarchicalDDC=, DataSize=2097417, Duration=108.170677, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_18, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_00690CFC45C6F81D3AD23B9843024__9AE032FB2880D4E867F060A4D67876D435A2BF7E, StartTime=2016.07.02-21.51.52, HierarchicalDDC=, DataSize=524553, Duration=109.676880, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_17, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_00690CFC45C6F81D3AD23B9843024__9F55208AF8FF60C099849A42C65C758F4EC3A8C2, StartTime=2016.07.02-21.51.52, HierarchicalDDC=, DataSize=131335, Duration=222.388123, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_19, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_00690CFC45C6F81D3AD23B9843024__C52FEB6C54BF9973BAD8DD6723C4377A337F9C91, StartTime=2016.07.02-21.51.52, HierarchicalDDC=, DataSize=33031, Duration=68.172607, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
